Peilmerknummer,X_RD,Y_RD,Punt_status,Punttype,Omschrijving
006B0226,195759,593978,ACTUEEL,PM,HS HANTUMERWG 29
006B0227,195400,593740,VERVALLEN,PM,HS MOCKAMA STRJITTE 21 
006B0228,195440,593506,ACTUEEL,PM,HS ALTENASTREEK 2
006B0229,195659,593463,ACTUEEL,PM,"RKK ST.BONIFACIUS KONINGSTR 26, L.V.ING."
006B0230,195949,593424,ACTUEEL,PM,HS HALVEMAANSPOORT 9
006B0231,195880,593160,ACTUEEL,PM,HS WOUDWG 3 
006B0232,195181,593483,ACTUEEL,PM,HS ALTENASTREEK 63
006B0233,194650,593700,VERVALLEN,PM,"AUTOWASSERETTE HOLWERDERWG 32,R.V.INGANG "
006B0234,192991,594374,ACTUEEL,PM,"MELKSTAL TUSSEN VEESTAL EN BDR, PARALLELWG 2 BORNWIRD"
006B0235,191800,595567,ACTUEEL,PM,BDR F.HAVERSMIDTWG 2 FOUDGUM
006B0236,193120,594060,ACTUEEL,PM,HS BDR RAARDERWG 9 
006B0237,193214,599659,ACTUEEL,PM,HS HOLWERDERWG 11 TERNAARD
006B0238,195700,593360,ACTUEEL,PM,OUDE SL BIJ STAD-HS 
006B0239,195970,591410,VERVALLEN,PM,"DAM W-Z WEG DOKKUM-MURMERWOUDE,HMP0.360 "
006B0240,192650,590090,ACTUEEL,PM,HS AYLVAWG 33 RINSUMAGEEST 
006B0241,192160,590730,ACTUEEL,PM,HS TREKWG 5 RINSUMAGEEST 
006B0242,192490,590390,ACTUEEL,PM,"HS VLIET 20,RINSUMAGEEST "
006B0243,191730,591770,ACTUEEL,PM,"HS BIRDAARDERSTRAATWG 3,SIJBRANDAHUIS "
006B0244,192060,593440,ACTUEEL,PM,HS BDR VAN KLEFFENSWG 8 RAARD 
006B0245,192280,593340,VERVALLEN,PM,HS DE BUORREN 31 RAARD 
006B0248,191520,592280,VERVALLEN,PM,BRWHS BANNERHS 10 
006B0249,197670,588130,HISTORISCH,PM,EL GEM BROEKLAAN 
006B0250,197680,588710,HISTORISCH,PM,HS BDR BROEKLAAN 40 
006B0251,198490,589140,HISTORISCH,PM,HS BDR ZANDHORST 1 
006B0252,199180,587680,HISTORISCH,PM,HS BDR DE MIEDEN 7 
006B0253,199460,588970,HISTORISCH,PM,HS BDR 'LANDLUST' PETSLOOTWG 6 
006B0254,198100,587830,HISTORISCH,PM,ZO LANDHOOFD BRUG 
006B0255,195610,591180,ACTUEEL,PM,TRAFO KOOILN 14 
006B0256,196450,591190,HISTORISCH,PM,SCH BDR GENERAAL SPOORHOEVE KOOILN 10 
006B0257,198140,590610,HISTORISCH,PM,HS ACHTERWG 16 WOUTERSWOUDE 
006B0258,197920,591480,HISTORISCH,PM,HS DOKKUMERLN 17 
006B0259,197921,592483,ACTUEEL,PM,W-LHFD V/D BR.O/D DOKKTREKVAART MET WOUDDK  RD=069340-15
006B0260,194050,592740,ACTUEEL,PM,"GML A/D BIRDAARDERSTRWG, DOKKUM "
006B0261,192870,592290,VERVALLEN,PM,BDR HS A/D BIRDAARDERSTRWG 14 
006B0262,192290,587830,ACTUEEL,PM,HS BDR A/D RIETVELDSWG 1 
006B0263,194340,591020,HISTORISCH,PM,HS BDR A/D KORENDK 1 
006B0264,194450,593840,VERVALLEN,PM,HS BDR HOLWERDERWG 44 
006B0265,191555,596754,ACTUEEL,PM,HS BDR VELDBUURSTERWG 9
006B0266,192030,598360,HISTORISCH,PM,SCH BDR HOLLEWG 
006B0267,192130,598960,HISTORISCH,PM,HS HOLLEWG 8 
006B0268,193200,596380,HISTORISCH,PM,SCH BDR LYTSELEASTERDK 1 
006B0269,198080,597970,HISTORISCH,PM,HS BDR BARTENSWEI 6 
006B0270,195940,599400,VERVALLEN,PM,SCH BDR WIERUMERWG 15 
006B0272,190050,590980,VERVALLEN,PM,HS KLAARKAMPSTERWG 18 
006B0273,193950,596200,HISTORISCH,PM,"BDR HANTUMERWG 14, HIAURE (BEW. P.BOSCH) "
006B0274,192410,599960,VERVALLEN,PM,GEBOUW BUSHALTE 
006B0275,198100,588050,HISTORISCH,PM,BEDIENINGS-GB RWZI DAMWOUDE 
006B0276,193233,597489,ACTUEEL,PM,"GB IJSCLUB """"MELLNOOR LEN"""""
006B0277,199919,590730,ACTUEEL,PM,HS BDR Z-Z WG WESTERGEEST 2 
006B0278,199140,593060,VERVALLEN,PM,DAMWAND WOUDDK 
006B0279,199340,594340,ACTUEEL,PM,SCH T/O TADEMASTATE TILBUREN 
006B0280,197201,593113,ACTUEEL,PM,BEDIENINGSGB RWZI DOKKUM
006B0281,194090,589490,ACTUEEL,PM,GARAGE 'KROL' HEREWG 31 
006B0282,198940,592170,VERVALLEN,PM,N-LHFD DINZERBR 
006B0283,191595,599536,ACTUEEL,PM,BDR TEIJEBUREN 15
006B0284,192286,599880,ACTUEEL,PM,TRAFO VISBUURT
006B0285,191300,589710,ACTUEEL,PM,HS LAUWERSSEEWEI 5 
006B0286,195580,599950,VERVALLEN,PM,SCH TUSSEN BDR/LDS NESSERWG 24 
006B0287,193660,589620,ACTUEEL,PM,TRAFO A/D HEREWG 36A 
006B0288,191540,592280,ACTUEEL,PM,Z-LHFD HOGEBR 
006B0289,190880,593420,ACTUEEL,PM,BDR A/D Z-Z V/D WG GENUM/RAARD 49 
006B0290,195876,597258,ACTUEEL,PM,HS FENNEWG 24
006B0291,198096,599665,ACTUEEL,PM,NO-Z DR OVER PAESENS WG OOSTERNIJKERK EN TERNAARD
006B0292,198730,599520,VERVALLEN,PM,BDR ALD EACH 1 
006B0293,195980,599480,VERVALLEN,EG,"VERTIKALE BT IN GPS-STEEN A/D,WIERUMERWG32.40M TEN N.V. INRIT HSNR:15 "
006B0294,195520,591160,VERVALLEN,EG,"VERTIKALE BT IN GPS-STEEN ZO KRUISING,HOOFDWG/KOAILOANE "
006B0295,196042,599548,ACTUEEL,PM,HS WIERUMERWEI 14
006B0299,198600,592800,VERVALLEN,PM,GARAGE HS WOUDDK 4 
006B0300,191580,587620,ACTUEEL,PM,HS RIETVELD 2 
006B0301,198267,592857,ACTUEEL,PM,RD-BT 340 IN BR WOUDDK NO KOP BETON OOST-8CM  NOORD-17CM
006B0302,194359,589560,VERVALLEN,PM,"GB IJSCLUB """"DE SNUTER"""" ACHTERWG "
006B0303,199500,599770,VERVALLEN,PM,NO KOP DR O-Z NIJKERKSTERWEI
006B0304,199876,598440,ACTUEEL,PM,"LDS BDR """"SIPPENBURCH"""" ROPTAWEI 16 R/V GROTE DEUR"
006B0305,194360,589560,ACTUEEL,PM,GB IJSCLUB A/D ACHTERWG 
006B0306,195320,592040,ACTUEEL,PM,GARAGE MURMERWOUDSTERWG 58 
006B0307,195450,587650,ACTUEEL,PM,HS KAVELWG 14 
006B0308,194800,592810,ACTUEEL,PM,GB GASBEDRIJF BIRDAARDERSTRWG 14 
006B0309,192920,592160,ACTUEEL,PM,TRAFO A/D BIRDAARDERSTRWG 4 
006B0310,193110,588780,ACTUEEL,PM,HS HOOGVENNEWG 1 
006B0311,196265,597248,ACTUEEL,PM,TRAFO HANTUMERUITBUREN FENEWG 6 HOEK STAPLANDWG
006B0312,194976,598207,ACTUEEL,PM,SCH BDR BANGAWG 2
006B0313,194420,589610,VERVALLEN,IG,"GPS-STATION NG07 DAMWOUDE,BOVENKANT BODDEPLAAT GROBESNR:00620014,ACHTERWG, DAMWOUDE "
006B0314,198275,592849,ACTUEEL,EG,RD STEEN RD= 069340-16
006B0315,192870,592270,ACTUEEL,PM,TRAFO BIJ HS BIRDAARDERWG 14 
006B0316,199267,594301,ACTUEEL,PM,SCH T/O DOUMASTATE A/D MELLEMAWG 6
006B0317,193404,594115,ACTUEEL,PM,BR N-KDMR I/D PARALLELWG
006B0318,194450,593830,VERVALLEN,PM,HS FORTUINWG 19 DOKKUM 
006B0319,190600,587700,ACTUEEL,PM,SCHOORSTEEN HS BDR TUSSENMEREN 1 
006B0320,190010,588100,ACTUEEL,PM,BET O/D TUSSENDAMMEN NO/Z 
006B0321,198790,592710,ACTUEEL,PM,SCH BDR WALDDIEK 3 
006B0322,197689,592457,ACTUEEL,PM,SCH BDR TREKWEG 3 L/V GROTEDEUR
006B0323,197068,592745,ACTUEEL,PM,TRAFO BEURTWEG 2
006B0324,197270,593450,ACTUEEL,PM,Z TUNNELMR V TUNNEL I/D TICHELWEI 
006B0325,190690,600000,ACTUEEL,PM,BET STUW BAK 
006B0326,190090,599890,ACTUEEL,PM,"BT OP DIJKPL 15 ZZ KUSTWEG,BIJ GEBREK AAN BETER "
006B0327,193766,597744,ACTUEEL,PM,OP NO VL BRUG I/D TERNAARDERWEG
006B0328,199485,599857,ACTUEEL,PM,SCH BDR ALD TUN 28
006B0331,195565,595614,ACTUEEL,PM,SCHR BDR HANTUMERWG 34
006B0332,196798,593480,ACTUEEL,PM,TRAFO FIETSPAD HARDDRIJVERSDIJK 5
006B0333,200014,597510,ACTUEEL,PM,"STASJONSWEI 26, METSLAWIER"
006B0334,198834,599436,ACTUEEL,PM,"FABER IT. GRIENEWEI 52, OOSTERNIJKERK"
006B0342,195730,593350,ACTUEEL,PM,KD MR T/O DIEPSWAL 3A DOKKUM 
006B0343,192700,588160,ACTUEEL,PM,HS HEECHFINNE 10 
006B0344,194470,593790,ACTUEEL,PM,HS FORTUINWG 2 
006B0346,199060,592150,ACTUEEL,PM,TRAFO TERPWG 2 
006C0001,181600,575430,VERVALLEN,PM,HS BREEDIJK 149 
006C0002,183659,575360,VERVALLEN,PM,BDR WEG WARGA-LEEUWARDEN 45 
006C0003,184090,575110,VERVALLEN,PM,BDR WEG WARGA-LEEUWARDEN 4 
006C0004,185150,575670,HISTORISCH,PM,BDR HEMPENSERMEER 18 
006C0005,187070,575150,ACTUEEL,PM,BDR OEBEL OM WEI 3 
006C0008,188640,575720,HISTORISCH,PM,BDR MAGERE WEIDE 16 
006C0009,189860,575180,HISTORISCH,PM,"BDR STUKLOANE 5, GARIJP "
006C0010,181680,576040,ACTUEEL,PM,BDR PISKHOARNEDK 1 
006C0011,181810,576040,VERVALLEN,PM,BDR BREEDIJK 143 
006C0012,182780,576900,ACTUEEL,PM,BDR WERGEASTERDK 9 
006C0013,182869,576220,VERVALLEN,PM,BDR WERGEASTERDK 52 
006C0014,183040,576950,ACTUEEL,PM,TOREN HK GOUTUM   
006C0015,185230,576970,ACTUEEL,PM,TOREN HK HEMPENS 
006C0016,187290,576460,VERVALLEN,PM,BDR ALDE MIEDE 7   
006C0017,188670,576060,VERVALLEN,PM,BDR ALDE LUNEWEI 3 
006C0019,181300,577460,HISTORISCH,PM,BET. DAM Z-Z.BOXUMERDIJK 
006C0020,182320,577090,ACTUEEL,PM,P.E.B.-GB BREEDIJK 10 
006C0022,183900,577080,VERVALLEN,PM,BDR HEMPENSERDK 4 
006C0023,184840,577180,VERVALLEN,PM,BDR HEMPENSERDK 9 
006C0024,186330,577640,ACTUEEL,PM,BDR ALTENBURGERW 2 
006C0025,187090,577490,VERVALLEN,PM,BDR ALDE MIEDE 15 
006C0026,187760,577910,HISTORISCH,PM,BDR LAUWSMEERPLD 13 
006C0028,182400,578220,ACTUEEL,PM,HS VERLENGDE SCHRANS 82 
006C0030,188980,578840,ACTUEEL,PM,SCH BDR SIMEN HALBESWEI 9 
006C0031,181770,579640,VERVALLEN,PM,HS HARLINGERSINGEL 3 
006C0032,182420,579810,VERVALLEN,PM,ST.JACOBIJNERKERK L.V.HOOFDINGANG 
006C0033,182520,579300,ACTUEEL,PM,"GB INSTITUUT """"DE VRIES"""" NIEUWEWG 3 "
006C0034,182610,579930,VERVALLEN,PM,GB DRUKKERIJ VOORSTREEK 103 
006C0035,182590,579500,VERVALLEN,PM,PROV.HS TWEEBAKSMARKT 52 
006C0036,182589,579500,ACTUEEL,PM,PROV.HS TWEEBAKSMARKT 52 
006C0037,182591,579500,VERVALLEN,PM,PROV.HS TWEEBAKSMARKT 52 
006C0038,182659,579630,VERVALLEN,PM,KANSELARIJ TURFMARKT 13 
006C0039,182720,579820,ACTUEEL,PM,TOREN ST.BONIFACIUSKERK 
006C0040,187120,579260,VERVALLEN,PM,BDR ALDDIEL: 2 
006C0041,189080,578970,VERVALLEN,PM,HS LIJTSE GEAST 39 
006C0042,189100,579100,ACTUEEL,PM,BDR LIJTSE GEAST 19 
006C0043,189820,579470,ACTUEEL,PM,BDR WEG TIETJERK-KLEINE GEEST 14 
006C0044,180120,580100,VERVALLEN,PM,HS STRAATW LEEUWARDEN-HARLINGEN 140 
006C0045,180710,579910,ACTUEEL,PM,"HS:103,BIJ WATERLEIDING POMPSTATION "
006C0047,182620,580070,VERVALLEN,PS,WALMUUR NW-Z.SINGELGRACHT BIJ VERWERSBR 
006C0048,183209,580500,VERVALLEN,PM,TH NO-Z.GOUDSBLOEMSTRAAT 
006C0049,183439,580590,VERVALLEN,PM,"WATERTOREN GRON.STRAATW 216,L.V.INGANG "
006C0050,186979,580400,VERVALLEN,PM,BDR ALDDIEL:12 
006C0052,181920,581790,HISTORISCH,PM,BDR VIERHUISTERDK 76 
006C0053,183549,581280,VERVALLEN,PM,Z-VL.BR IN WEG LEEUWARDEN-LEKKUM 
006C0054,183770,581950,ACTUEEL,PM,HS BUORREN 3 LEKKUM 
006C0056,184300,581250,ACTUEEL,PM,HS WEG LEEUWARDEN-GRON.371 
006C0057,184469,581240,VERVALLEN,GT,
006C0058,184980,581180,VERVALLEN,PM,"N-LANDHFD BET.DAM ONG.55M TEN Z WEG,LEEUW.-GRON. "
006C0061,187880,581250,VERVALLEN,PM,MOTORGEMAAL B/D KLEINE WIELEN 
006C0062,188660,581400,ACTUEEL,PM,BDR WEG QUATREBRAS-LEEUW.9 BIJ HMP 6.5 
006C0063,189960,581390,VERVALLEN,PM,WONING RW LEEUWARDEN-GRONINGEN NR. 21 
006C0064,181210,582240,VERVALLEN,PM,STENEN BR OVER AFW.KN V.VLIEGVELD 
006C0068,184180,582430,ACTUEEL,PM,HS BDR CANTERLANSWG 1 LEKKUM 
006C0069,184770,582360,ACTUEEL,PM,BDR Z-Z KEALLEDIJKJE 1 
006C0074,189460,583030,ACTUEEL,PM,HS WESTERDK 6 
006C0076,189870,582990,ACTUEEL,PM,HS NIEUWLANDSEWG 1 
006C0077,181010,583360,VERVALLEN,PM,HS BREEDK 10 JELSUM 
006C0078,181600,583140,HISTORISCH,PM,HS OUDLANDSEDK 8 
006C0079,182570,583750,ACTUEEL,PM,BDR OUD LAND:21  RD=069344-15 
006C0082,185160,583320,VERVALLEN,PM,TOREN MIEDUM 
006C0083,185150,583300,VERVALLEN,PM,HS MIEDUM:3 
006C0084,185490,583820,ACTUEEL,PM,HS BDR EGGEDIJK 3 
006C0085,186339,583850,VERVALLEN,PM,W-LANDHFD BR O/D MURK 
006C0086,189200,583310,ACTUEEL,PM,GB COOP.ZUIVELFB RINIA V.NAUTAWEG 3 
006C0088,180880,584020,ACTUEEL,PM,BDR O-Z BREE-DK 5 
006C0089,181680,584120,ACTUEEL,PM,HS KORNJUM:1 
006C0092,185559,584980,VERVALLEN,PM,HS BDR Z-Z EGGEDK 1 WIJNS 
006C0093,187320,584500,HISTORISCH,PM,ELEKTR.GEM: 56 
006C0094,187790,584040,ACTUEEL,PM,BDR CANTERLANDSEW 58 
006C0096,188770,584030,ACTUEEL,PM,CF CANTERLANDSEW 1 
006C0097,189020,584600,ACTUEEL,PM,HS RENGERSWG 22 GIEKERK 
006C0098,189490,584220,HISTORISCH,PM,HS NIEUWE STRAATW 87 
006C0099,189800,584960,HISTORISCH,PM,BDR DOUWELAAN 59 
006C0103,184690,585090,ACTUEEL,PM,TOREN HK WIJNS 
006C0104,184730,586040,VERVALLEN,PM,SCH BDR WEG BARTLEHIEM-WIJNS 24 
006C0106,187300,585490,HISTORISCH,PM,W-LANDHFD BR O/D MURK 
006C0108,188680,585370,HISTORISCH,PM,TOREN HK OENKERK 
006C0110,180910,586580,ACTUEEL,PM,HS BDR TRUURDEWG17 STIENS 
006C0111,181710,586670,HISTORISCH,PM,HS TRUERDERWEI 26 
006C0112,182660,586780,VERVALLEN,PM,BET.DAM Z-Z.WURGEDK 
006C0113,182710,586000,VERVALLEN,PM,BDR OUDLANDSEDK 13 
006C0114,184630,586040,HISTORISCH,PM,BDR TICHELWERK:21 
006C0115,184790,586750,VERVALLEN,PM,BDR WEG WYNS-BARTLEHIEM 18 
006C0118,187920,586890,VERVALLEN,PM,BDR RAALDK 15 
006C0119,188440,586580,ACTUEEL,PM,TOREN HK OUDKERK 
006C0120,189000,586270,ACTUEEL,PM,HS V.SMINIAWG 24 OUDKERK 
006C0121,189300,586740,ACTUEEL,PM,HS WEARBUORREN 2 
006C0122,189900,586220,ACTUEEL,PM,"HS KERKWG 13,ROODKERK "
006C0123,183140,587080,ACTUEEL,PM,BDR WURGEDK 12 
006C0125,184470,587130,ACTUEEL,PM,BDR WURGEDK 17 
006C0126,184360,587140,ACTUEEL,PM,BDR WURGEDIJK 15 
006C0127,184920,586960,ACTUEEL,PM,BDR WEG BIRDAARD-WIJNS 2 
006C0129,188750,587350,ACTUEEL,PM,BDR VELDWG 11 
006C0132,189000,576870,ACTUEEL,PM,HS BDR ALDE MIEDE 4 
006C0134,182349,577520,ACTUEEL,PM,RB IN Z-VLAK VAN N-LHFD VAN BR 
006C0135,182460,578620,ACTUEEL,PM,WK SCHRANS 104 
006C0136,182180,577580,ACTUEEL,PM,VERZORGINGSFLAT V.HARINXMAPLEIN 
006C0137,185500,577920,VERVALLEN,PM,HS BDR PYLKWIER 
006C0138,187040,577780,ACTUEEL,PM,TH KRUISPUNT ALDE MIEDE-ALTENBURGERWG 
006C0139,188270,578680,VERVALLEN,PM,SCH BDR ROSTENBURGERW 
006C0140,187390,578550,VERVALLEN,PM,SCH BDR ALDIEL 
006C0141,182380,578170,ACTUEEL,PM,HS VERLENGDE SCHRANS 86 
006C0142,187820,581320,ACTUEEL,PM,DR Z-Z WEG LEEUWARDEN-GRONINGEN 
006C0143,189790,581430,ACTUEEL,PM,TH PEB T/O KMP 76 
006C0144,187020,581300,VERVALLEN,PM,"IJZ.BUIS Z-Z RW L'WARDEN-GRONINGEN,BIJ KMP 5.0 "
006C0145,186011,581220,VERVALLEN,PM,NW-LHFD BR I/H W-VLAK WG L'WARDEN/GRON. 
006C0149,180480,584990,ACTUEEL,PM,TH TROELSTRAWEG 33 
006C0151,183710,586080,HISTORISCH,PM,BDR HOUTLAANSWG 5 
006C0152,184450,575710,HISTORISCH,PM,ZO RONDE VOET HSP-MAST 16 
006C0153,181721,575080,VERVALLEN,PM,TH A/D WEG L'WARDEN-HEERENVEEN 
006C0154,183660,575360,ACTUEEL,PM,BDR A/D WEG WARGA-L'WARDEN 45 
006C0155,181740,579730,ACTUEEL,PM,APOTHEEK HARLINGERSINGEL 3 
006C0156,182660,579630,ACTUEEL,PM,GB TURFMARKT 13 
006C0157,183210,580500,VERVALLEN,PM,TH NO-Z GOUDBLOEMST 
006C0158,183440,580590,ACTUEEL,PM,WATERTOREN GRONINGERSTRAATWEG 
006C0159,189580,582170,ACTUEEL,PM,HS WESTERDK 13 RIJPERKERK 
006C0160,185710,584460,VERVALLEN,PM,"DAM,FRMR O-Z EGGEDK "
006C0161,188910,585350,ACTUEEL,PM,HS RENGERSWG 49 OENKERK 
006C0162,186230,586460,VERVALLEN,PM,"DAM,FRMR Z-Z RHALADK "
006C0163,187460,586270,VERVALLEN,PM,BR Z-Z RHALADK 
006C0164,189030,586400,ACTUEEL,PM,HS SMINIAWG 28A OUDKERK 
006C0165,185280,576400,HISTORISCH,PM,"SCH BDR ZUIDERBUREN 2,HEMPENS "
006C0166,185760,576000,HISTORISCH,PM,"HS BDR HEMPENSERWIER,A/D NIEUWE GREUNS "
006C0167,186790,576040,VERVALLEN,PM,"LANGDEEL-BR,Z-O LHFD "
006C0168,187290,576820,ACTUEEL,PM,HS BDR ALDE MIEDE 9 SUAWOUDE 
006C0169,187810,576740,ACTUEEL,PM,HS BDR ALDE MIEDE 10 SUAWOUDE 
006C0170,188570,576750,VERVALLEN,PM,"DR IN OUDE LUNE,Z-Z ALDE MIEDE "
006C0171,187250,578520,ACTUEEL,PM,"HS BDR ALDIEL 1,TIETJERK "
006C0172,182720,580100,ACTUEEL,PM,"HOEKSTERPOORT-BR I/D GRONINGERSTRAATWG,N-LHFD "
006C0173,182810,580660,HISTORISCH,PM,SCHL-LO HOEK BEGONIASTR 
006C0174,183290,580810,ACTUEEL,PM,HS VERZETSTR 22 
006C0175,186500,580820,VERVALLEN,PM,HS ALDIEL 9A (OUDDEEL) 
006C0176,182419,579810,ACTUEEL,PM,"RKK ST.JACOBIJNER,R.V.INGANG "
006C0177,180119,580100,VERVALLEN,PM,HS POPTAWEI 140 
006C0178,181220,579830,ACTUEEL,PM,HS HARLINGERSTRAATWG 63 
006C0179,182200,579980,HISTORISCH,PM,HS NOORDERSINGEL 52B 
006C0180,181500,580360,VERVALLEN,PM,"RUSTHS SONNENBORGH,ZO-VLEUGEL "
006C0181,181330,580820,ACTUEEL,PM,HS MR. P.J. TROELSTRAWG 152 
006C0182,181280,581340,ACTUEEL,PM,HS MR. P.J. TROELSTRAWG 167 
006C0183,181580,580530,VERVALLEN,PM,"ZW-GEVEL BONIFACIUS-ZIEKENHS, WERKPLAATS "
006C0184,181320,581260,ACTUEEL,PM,HS MR. P.J. TROELSTRAW 228 
006C0185,182500,575130,HISTORISCH,PM,SCH BDR 'BUMA STATE' WERPSTERDK 26 
006C0186,180850,577630,VERVALLEN,PM,TH 
006C0189,186040,575240,VERVALLEN,PM,"BDR HOMPENSERMEER 3, WARDA "
006C0190,188800,575020,HISTORISCH,PM,"HS BDR WEIDE 27, WARTENA "
006C0192,187570,575140,ACTUEEL,PM,WHS BDR OEBELE OMWEG 4 
006C0193,183899,577080,ACTUEEL,PM,BDR HEMPENSERDK 4 
006C0195,183860,577590,HISTORISCH,PM,GROTE KELDERPIJLER DRACHTSTERBR 
006C0196,183680,580460,HISTORISCH,PM,SALVATOR KERK W-Z ARCHIPELWG 133 
006C0197,183900,580200,HISTORISCH,PM,FLATGB A/D W-Z ARCHIPELWG 117 
006C0198,183840,579740,HISTORISCH,PM,GARAGE 'AUTOLOK' O-Z ARCHIPELWG 44 
006C0199,183760,579320,HISTORISCH,PM,"COOP CONDENSFABRIEK "" FRIESLAND "",DE MERODESTR 1 ( HOEK JULIANASTR 1 ) "
006C0200,183780,578940,HISTORISCH,PM,FLATGB O-Z PETER STUYVESANTWG 141 
006C0201,183700,578800,HISTORISCH,PM,ALDLANSBREGE IN PETER STUYVESANTWG 
006C0202,183330,577990,HISTORISCH,PM,DR A/D Z-Z V/D ALDLANSDK 
006C0203,182560,577800,HISTORISCH,PM,FLATGB A/D Z-Z V/D ALDLANSDK 12 
006C0204,189880,582980,VERVALLEN,PM,HS NIEUWLANDSWG 1 
006C0205,187080,584950,HISTORISCH,PM,HS SANJESREED 16 
006C0206,182420,587300,HISTORISCH,PM,DR A/D N-Z V/D WURGEDK 
006C0207,188160,585390,HISTORISCH,PM,HS WIJNSTERWG 33 
006C0208,185080,583460,ACTUEEL,PM,BR EGGEDK/MIEDUMERDIEP 
006C0209,187000,583900,ACTUEEL,PM,DR N-Z CANTERLANDSEWG 
006C0210,186690,581330,ACTUEEL,PM,"BET-VOET GML N-Z WEG GRONINGEN/,LEEUWARDEN HOEK BUTLAN BIJ KMP 4.5 "
006C0211,185100,581170,VERVALLEN,PM,HS FOGELSANGHSTATE 41 
006C0212,187740,586850,ACTUEEL,PM,SCH BDR RHALADK 2 
006C0213,185730,586600,ACTUEEL,PM,STUW Z-Z RHALADK 
006C0214,186700,586340,ACTUEEL,PM,DR IN DAM Z-Z RHALADK 
006C0215,185770,584260,ACTUEEL,PM,HS BDR EGGEDK 2A 
006C0216,182310,586810,ACTUEEL,PM,BET-BR Z-Z TRUURDERWEI 
006C0217,186010,577000,VERVALLEN,PM,SCH DE HOEK 8 
006C0218,180080,580100,ACTUEEL,PM,HS POPTAWEI 140 
006C0219,186009,581220,VERVALLEN,PM,BR LHFD I/H Z-VLAK 
006C0220,184740,586040,ACTUEEL,PM,SCH BDR WIJNSERWG 24 
006C0221,181720,575080,VERVALLEN,PM,TRAFO A/D WG LEEUWARDEN-HEERENVEEN 
006C0222,187040,579880,ACTUEEL,PM,TRAFO ALDDIEL 5 
006C0223,181020,583200,ACTUEEL,PM,GARAGE BREEDK 33 L.V. GARAGE DEUR 
006C0224,183980,583660,ACTUEEL,PM,STAL BDR OUDLAND 19 
006C0225,183100,583780,ACTUEEL,PM,"GML """"IT KLAAILAN"""" ZW-MR  RD=069344-14 "
006C0226,181520,586660,VERVALLEN,PM,SCH TRUERDERDK 24 
006C0227,186440,581060,ACTUEEL,PM,TRAFO ALDIEL 11 
006C0228,187060,579460,ACTUEEL,PM,SCH OUDDEEL 4 
006C0229,188269,578680,ACTUEEL,PM,HS BDR ROSTENBURGERWG 1 
006C0230,182100,578900,VERVALLEN,ZP,"GRAVIMETERPUNT LEEUWARDEN NS,TUD-NR 10, RWS-NR 614 "
006C0231,182870,576220,ACTUEEL,PM,HS WERGEASTERDK 52 
006C0232,188580,576690,VERVALLEN,PM,SCH BDR ALDE MIEDE 3 
006C0233,181719,575080,VERVALLEN,PM,TRAFO A/D WG LEEUWARDEN/HEERENVEEN IN STENENVOET 
006C0235,182710,580100,VERVALLEN,PM,BR HOEKSTEREND W-HOEK 
006C0236,185350,578120,HISTORISCH,PM,GARAGE FROSKEPOLLE 12 
006C0237,181190,582290,ACTUEEL,PM,STENEN BR OVER AFWATERINGSKN VAN VLIEGVELD 
006C0238,183091,583790,ACTUEEL,EG,RD STEEN RD= 069344-16 
006C0240,181700,576000,ACTUEEL,PM,TRAFO A/D PISKHOARNEDK 
006C0241,183090,583790,ACTUEEL,PM,"N-KOP OOST BETON BALK V/H GML """"IT KLAAILAN"""" "
006C0242,186340,583850,ACTUEEL,PM,W-LHFD BR O/D MURK 
006C0243,185560,584980,ACTUEEL,PM,HS BDR Z-Z EGGEDK 1 
006C0244,184150,575150,ACTUEEL,PM,MANEGE LEEUWARDERWEG 4 
006C0245,187400,575900,ACTUEEL,PM,SCH BDR OEBEL OM WEI 1 
006C0246,186250,577700,VERVALLEN,PM,OP ZW VOET HSPMAST NR 7 
006C0247,188620,576700,VERVALLEN,PM,GML ALDELUNE 
006C0248,186980,580400,ACTUEEL,PM,HS ALDDIEL 12 
006C0249,185750,577500,ACTUEEL,PM,HS NOARDERSTIENPLAAT 2 
006C0250,183150,575600,ACTUEEL,PM,ZO VL BET BR BIJ BDR WARGASTERDYK 60 
006C0251,181480,586670,ACTUEEL,PM,BDR SCHR TRUERDERDYK 24 
006C0253,185970,581230,VERVALLEN,GT,FTSBR I/D ALD DEEL BIJ HMPL 3.8 
006C0254,189550,576960,ACTUEEL,GT,SCHR BDR ALDE MIEDE 2A 
006C0255,182260,576790,ACTUEEL,PM,BRANDSTOF STATION 
006C0256,188630,576110,ACTUEEL,PM,BET BALK NZ GEML ALDELUNE 
006C0257,183790,580870,VERVALLEN,PM,FLAT HK ELZENSTR/RIEBESSTR 
006C0258,189020,578860,ACTUEEL,PM,HS BDR SYMEN HALBESWEI 9 
006C0259,181600,580350,ACTUEEL,PM,TRAFO T/O HS VALKSTRAAT 2 
006C0260,182330,577450,ACTUEEL,PM,WINKEL VERLENGDESCHRANS158 
006C0261,186860,575160,ACTUEEL,PM,GEML WARSTIENS LANGEDEEL  ZUID 
006C0264,189470,582590,ACTUEEL,PM,HS WESTERDIJK 21 
006C0265,184670,577260,ACTUEEL,PM,TRAFO NABIJ HEMPENSERDIJK 9 HEMPENS 
